"","log prob"
"what the do you think you're",-7.56441135095967
"what the heck does that mean",-7.56441135095967
"what to do with my hair",-7.56441135095967
"what was supposed to be a",-7.56441135095967
"what we have to do and",-7.56441135095967
"what would turn out to be",-7.56441135095967
"what would you like to see",-7.05358572719368
"what you are doing is not",-7.56441135095967
"what you do and if you",-7.56441135095967
"when are you going to do",-7.56441135095967
"when i first heard of the",-7.56441135095967
"when i was a little girl",-7.56441135095967
"when i was in high school",-7.27672927850789
"when is the last time we",-7.56441135095967
"when is the last time you",-7.56441135095967
"when was the last time you",-6.26512836682941
"whether they know it or not",-7.56441135095967
"white house press secretary jay carney",-7.56441135095967
"who came to the united states",-7.56441135095967
"who can come up with the",-7.56441135095967
"who do you think would win",-7.56441135095967
"who i am and no one",-7.56441135095967
"who knows all about you and",-7.56441135095967
"who saved the day for us",-7.56441135095967
"who would you like to see",-7.27672927850789
"why do i always have to",-7.56441135095967
"why is it so hard to",-7.27672927850789
"why would you do that to",-7.56441135095967
"will always be a part of",-7.56441135095967
"will be anxious for itself sufficient",-7.56441135095967
"will be interesting to see how",-7.56441135095967
"will be interesting to see what",-7.05358572719368
"will be more than happy to",-7.56441135095967
"wish i could get a picture",-7.56441135095967
"wish to see in the world",-7.27672927850789
"with as many people as you",-7.56441135095967
"with the old and in with",-7.56441135095967
"woke up in the middle of",-7.27672927850789
"word on the streets is that",-7.56441135095967
"worked a day in her life",-7.56441135095967
"would be a dream come true",-7.56441135095967
"would be great if you can",-7.56441135095967
"would be more than happy to",-7.27672927850789
"would have been none the wiser",-7.56441135095967
"would have done the same thing",-7.56441135095967
"would have them do to you",-7.56441135095967
"would like to invite you to",-7.27672927850789
"would like to know more about",-7.27672927850789
"would make the perfect gift for",-7.56441135095967
"wouldn't have been the same without",-7.56441135095967
"wouldn't have it any other way",-7.27672927850789
"year is coming to an end",-7.56441135095967
"you're not a part of it",-7.56441135095967
"you all had a great week",-7.56441135095967
"you all have a great weekend",-7.27672927850789
"you already know what it is",-7.56441135095967
"you are going to have to",-7.05358572719368
"you are the only person on",-7.27672927850789
"you are well aware of the",-7.56441135095967
"you can never go wrong with",-7.27672927850789
"you don't even have to ask",-7.56441135095967
"you don't have to be a",-6.87126417039972
"you don't have to tell me",-7.56441135095967
"you don't succeed try try again",-7.56441135095967
"you don't want to miss out",-7.56441135095967
"you for your kind words and",-7.56441135095967
"you get what you pay for",-7.56441135095967
"you have any questions please feel",-7.56441135095967
"you have no idea how happy",-7.56441135095967
"you have no idea how much",-7.05358572719368
"you have no idea what you",-7.27672927850789
"you have to hand it to",-7.56441135095967
"you haven't figured it out yet",-7.56441135095967
"you know it's not a good",-7.56441135095967
"you know what i'd like to",-7.27672927850789
"you know what they say about",-7.56441135095967
"you love what you are doing",-7.27672927850789
"you they're supposed to help you",-7.56441135095967
"you will be able to view",-7.56441135095967
"you will find yourself one day",-7.56441135095967
"you wish to see in the",-7.27672927850789
"you would have them do to",-7.56441135095967
"you would like to see in",-7.56441135095967
"you would need to change your",-7.56441135095967
"your game to the next level",-7.56441135095967
"yourselves it is the gift of",-7.56441135095967
